volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality
0.461,0.28,1.75,0.08971441662069193,3.6,0.99747,3.19,0.62,9.434234169300847,5
0.663,0.01,2.11,0.08167801458199914,7.3,0.99665,3.49,0.58,11.559581899113573,6
0.73,0.15,2.02,0.07492847623524666,12.7,0.99667,3.35,0.57,9.318688538048917,6
0.62,0.25,1.67,0.08812462534255242,10.0,0.99781,3.09,0.54,9.126071551914405,5
0.733,0.07,2.08,0.08147537965913904,9.0,0.99624,3.4,0.64,10.073303091722117,6
0.328,0.56,1.98,0.0916969788608964,5.7,0.99905,3.14,0.73,9.170048374760132,6
0.631,0.34,2.1,0.07712866042684473,19.1,0.99818,3.31,0.62,9.76733858060852,5
0.399,0.53,2.07,0.07751214762547705,8.9,0.99705,3.35,0.77,11.466761482581099,6
0.73,0.0,1.88,0.0831767685992072,15.0,0.99612,3.49,0.61,9.609732428915216,6
0.412,0.36,2.49,0.0859139254863635,6.7,0.9963,3.15,0.68,9.47164530374488,5
0.346,0.36,1.96,0.07884541772582758,8.4,0.99505,3.35,0.6,11.526892219756816,6
0.704,0.08,2.04,0.07512995774756644,17.2,0.99784,3.34,0.5,9.202518802454072,5
0.897,0.0,1.68,0.08598952510338548,6.4,0.99668,3.18,0.62,9.341380016060414,5
0.311,0.32,1.74,0.08162404984107623,3.9,0.99674,3.16,0.53,9.669926898003496,6
0.367,0.24,2.06,0.07974344801715837,8.3,0.99905,3.26,0.55,9.274048566131668,6
0.496,0.0,1.97,0.07250549352993196,5.1,0.99308,3.44,0.5,12.37337164465507,6
0.393,0.04,1.75,0.07009412907137953,22.2,0.99351,3.4,0.49,13.340781446377164,6
0.372,0.57,1.91,0.08309371761046408,6.1,0.9981,3.13,0.74,9.511033475763455,5
0.387,0.28,1.92,0.06085754259650763,18.4,0.99594,3.24,0.47,11.041240303884587,5
0.379,0.41,2.53,0.08431756018303739,7.8,0.9981,2.99,0.81,11.343274180794896,6
0.371,0.45,2.23,0.08469482599059469,3.8,0.99788,3.31,0.65,10.794584751035138,6
0.451,0.28,2.12,0.06950739838265495,5.8,0.99616,3.38,0.56,10.208446623732648,6
0.939,0.07,1.99,0.07637321381969349,10.3,0.99537,3.5,0.61,12.653893213424732,6
0.623,0.18,1.79,0.06907069848795089,5.9,0.99668,3.24,0.53,9.18391093762863,5
0.441,0.24,1.9,0.13952492299403937,17.0,0.99982,3.17,0.59,9.946294525612245,5
0.635,0.13,1.8,0.06842354342631354,4.2,0.99553,3.26,0.59,9.439661842024815,5
0.348,0.52,2.33,0.09544218516714402,5.5,0.9948,3.16,0.84,9.309555377068476,6
0.602,0.01,1.62,0.05960360369013459,14.3,0.99644,3.46,0.67,9.854293555308596,6
0.604,0.08,2.56,0.09417471455340723,10.7,0.99777,3.22,0.57,9.620445214980748,6
0.532,0.14,1.99,0.06175172546327004,17.1,0.99758,3.3,0.62,9.386521350916295,5
0.8,0.14,1.52,0.057206779179308984,5.3,0.9978,3.47,0.51,9.753878948296206,5
0.41,0.26,2.35,0.0731229089709222,13.5,0.99806,3.17,0.58,9.994570563898392,6
0.507,0.2,1.91,0.07087793444155138,6.2,0.99424,3.33,0.54,11.13553790729365,6
0.16,0.59,2.6,0.08299202007636866,4.8,1.00047,3.24,0.73,9.379433707580096,6
0.424,0.29,2.1,0.06908503652657941,8.5,0.99698,3.22,0.52,11.898779831175244,6
0.97,0.04,2.54,0.0427621640600161,14.5,0.99749,3.51,0.49,11.665629321405747,5
0.482,0.06,1.93,0.07484183029401599,5.0,0.99342,3.62,0.45,11.885766678941524,6
0.597,0.51,2.26,0.08209313712871805,29.8,0.99521,3.27,0.53,9.642830922543087,6
0.266,0.37,1.5,0.06560906947715477,3.7,0.99515,3.21,0.68,10.433622358821252,6
0.87,0.07,1.76,0.07215789292500896,7.8,0.99573,3.31,0.5,9.389036530583889,5
0.845,0.07,2.29,0.06302325163695162,12.5,0.99375,3.45,0.56,11.822226171246804,5
0.442,0.45,2.19,0.08403678719781532,4.5,0.99782,3.23,0.67,10.552240402799736,6
0.362,0.56,2.35,0.08655166762105077,31.4,0.99716,3.15,0.59,9.008139412421448,5
0.619,0.0,1.69,0.0403093389309731,17.3,0.99513,3.4,0.67,9.615263748233229,6
0.816,0.21,2.23,0.06258652259966753,5.6,0.99618,3.34,0.47,9.21768473623707,5
0.437,0.16,1.39,0.0784683468330191,7.1,0.99621,3.26,0.57,9.30810808615335,5
0.429,0.19,2.57,0.08641967394860353,20.9,0.99756,3.33,0.49,9.445963171735515,5
0.429,0.32,2.11,0.08587647527545351,2.6,0.99812,3.17,0.52,9.394054322637288,6
0.914,0.0,1.84,0.0710069078677626,6.8,0.99741,3.27,0.47,9.386940880906108,5
0.577,0.2,2.05,0.07894032801277566,4.5,0.99512,3.11,0.53,9.605296186252616,5
0.377,0.01,1.96,0.08860882409686133,10.7,0.99423,3.43,0.62,10.86183788334549,6
0.48,0.48,2.07,0.09552519098369179,6.9,0.99907,3.24,0.6,9.229246495687882,5
0.242,0.32,2.53,0.08256464736393199,5.9,0.99755,3.29,0.59,11.310290079511391,6
0.31,0.06,1.71,0.058829270803153755,7.4,0.9924,3.31,0.56,12.7100989141828,6
